omop_table,omop_column,mimic_table,mimic_column,comments
DEATH,person_id,,,
DEATH,death_date,,,
DEATH,death_datetime,,,
DEATH,death_type_concept_id,,,
DEATH,cause_concept_id,,,
DEATH,cause_source_value,,,
DEATH,cause_source_concept_id,,,
