omop_table,omop_column,omop_required,mimic_table,mimic_column,comments
OBSERVATION_PERIOD,observation_period_id,Yes,,,
OBSERVATION_PERIOD,person_id,Yes,,,
OBSERVATION_PERIOD,observation_period_start_date,Yes,,,
OBSERVATION_PERIOD,observation_period_end_date,Yes,,,
OBSERVATION_PERIOD,period_type_concept_id,Yes,,,
