omop_table,omop_column,omop_required,mimic_table,mimic_column,comments
COHORT_DEFINITION,cohort_definition_id,Yes,,,
COHORT_DEFINITION,cohort_definition_name,Yes,,,
COHORT_DEFINITION,cohort_definition_description,No,,,
COHORT_DEFINITION,definition_type_concept_id,Yes,,,
COHORT_DEFINITION,cohort_definition_syntax,No,,,
COHORT_DEFINITION,subject_concept_id,Yes,,,
COHORT_DEFINITION,cohort_initiation_date,No,,,
