omop_table,omop_column,omop_required,mimic_table,mimic_column,comments
CONCEPT_ANCESTOR,ancestor_concept_id,Yes,,,
CONCEPT_ANCESTOR,descendant_concept_id,Yes,,,
CONCEPT_ANCESTOR,min_levels_of_separation,Yes,,,
CONCEPT_ANCESTOR,max_levels_of_separation,Yes,,,
