omop_table,omop_column,omop_required,mimic_table,mimic_column,comments
ATTRIBUTE_DEFINITION,attribute_definition_id,Yes,,,
ATTRIBUTE_DEFINITION,attribute_name,Yes,,,
ATTRIBUTE_DEFINITION,attribute_description,No,,,
ATTRIBUTE_DEFINITION,attribute_type_concept_id,Yes,,,
ATTRIBUTE_DEFINITION,attribute_syntax,No,,,
